City,Flag URL,Country,Metro URL,Name,Service opened,Last expanded,Stations,Lines,System length( km),Annual ridership (millions)
Tehran,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Flag_of_Iran_%28official%29.svg/188px-Flag_of_Iran_%28official%29.svg.png,Iran,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Tehran_Metro_Logo.svg/120px-Tehran_Metro_Logo.svg.png,Tehran Metro,2000,2024,131,6,224.6,820
Brescia,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/MetroBS_logo.svg/150px-MetroBS_logo.svg.png,Brescia Metro,2013,–,17,1,13.7,17
Catania,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Logo_metropolitana_di_Catania.svg/113px-Logo_metropolitana_di_Catania.svg.png,Catania Metro,1999,2024,12,1,10.5,6.5
Genoa,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Logo_Metropolitane_Italia.svg/113px-Logo_Metropolitane_Italia.svg.png,Genoa Metro,1990,2012,8,1,7.1,15.3
Milan,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Logo_Metropolitane_Italia.svg/113px-Logo_Metropolitane_Italia.svg.png,Milan Metro,1964,2024,125,5,111.8,331.3
Naples,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Logo_Metropolitane_Italia.svg/75px-Logo_Metropolitane_Italia.svg.png,Naples Metro,1993,2024,30,3,34.5,41.1
Rome,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Logo_Metropolitane_Italia.svg/75px-Logo_Metropolitane_Italia.svg.png,Rome Metro,1955,2018,73,3,60,143.4
Turin,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/188px-Flag_of_Italy.svg.png,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Logo_Metropolitane_Italia.svg/75px-Logo_Metropolitane_Italia.svg.png,Turin Metro,2006,2021,23,1,15.1,42.5
Chiba Prefecture,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Logo_Metropolitane_Italia.svg/75px-Logo_Metropolitane_Italia.svg.png,T?y? Rapid Railway Line,1996,–,9,1,16.2,53
Fukuoka,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Fukuoka_City_Subway_Logo.svg/150px-Fukuoka_City_Subway_Logo.svg.png,Fukuoka City Subway,1981,2023,36,3,31.4,149.7
Hiroshima,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Astram_Logo.svg/75px-Astram_Logo.svg.png,Astram Line,1994,2015,22,1,18.4,22.3
Kawaguchi,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Saitama_Railway_Logo.svg/120px-Saitama_Railway_Logo.svg.png,Saitama Rapid Railway Line,2001,–,8,1,14.6,39.4
Kobe,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Kobe_Municipal_Subway_Logo.svg/113px-Kobe_Municipal_Subway_Logo.svg.png,Kobe Municipal Subway,1977,2001,28,3,38.1,103.1
,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Kobe_New_Transit_logo.svg/225px-Kobe_New_Transit_logo.svg.png,Kobe New Transit,1977,2006,18,2,15.1,
Kyoto,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Kyoto_MTB_Logo.svg/113px-Kyoto_MTB_Logo.svg.png,Kyoto Municipal Subway,1981,2008,31,2,31.2,128
Nagoya,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Nagoya_Subway_Logo_%28black%29.svg/113px-Nagoya_Subway_Logo_%28black%29.svg.png,Nagoya Municipal Subway,1957,2011,87,6,93.3,426.2
Osaka,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Osaka_Metro_logo.svg/150px-Osaka_Metro_logo.svg.png,Osaka Metro,1933,2025,109,9,141,808.8
Saitama,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Osaka_Metro_logo.svg/150px-Osaka_Metro_logo.svg.png,New Shuttle,1983,1990,13,1,12.7,N/a
Sapporo,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/ST_Logo.svg/150px-ST_Logo.svg.png,Sapporo Municipal Subway,1971,1999,46,3,48,202.7
Sendai,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Sendai_City_Subway_Logo.svg/150px-Sendai_City_Subway_Logo.svg.png,Sendai Subway,1987,2015,29,2,28.7,90.1
Tokyo,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Symbol_of_Tokyo_Metropolis.svg/113px-Symbol_of_Tokyo_Metropolis.svg.png,Toei Subway,1960,2002,99,4,109,843.7
Tokyo,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Symbol_of_Tokyo_Metropolis.svg/113px-Symbol_of_Tokyo_Metropolis.svg.png,Nippori-Toneri Liner,2008,–,13,1,9.7,N/a
Tokyo,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Yurikamome_line_symbol.svg/75px-Yurikamome_line_symbol.svg.png,Yurikamome,1995,2006,16,1,14.7,45.6
Tokyo,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Tokyo_Metro_combined_logo.svg/300px-Tokyo_Metro_combined_logo.svg.png,Tokyo Metro,1927,2020,142,9,195.1,2171.9
Tokyo,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Tokyo_Metro_combined_logo.svg/300px-Tokyo_Metro_combined_logo.svg.png,Rinkai Line,1996,2002,8,1,12.2,76.5
Yokohama,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Yokohama_Municipal_Subway_Logo.svg/113px-Yokohama_Municipal_Subway_Logo.svg.png,Yokohama Municipal Subway,1972,2008,40,2,53.4,206.1
Yokohama,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Minatomirai_Line_symbol.svg/75px-Minatomirai_Line_symbol.svg.png,Minatomirai Line,2004,2008,6,1,4.1,72.1
Yokohama,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/188px-Flag_of_Japan.svg.png,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Seaside_line_logo.svg/225px-Seaside_line_logo.svg.png,Kanazawa Seaside Line,1989,–,14,1,10.6,N/a
Almaty,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kazakhstan.svg/203px-Flag_of_Kazakhstan.svg.png,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Almaty_metro_logo.svg/180px-Almaty_metro_logo.svg.png,Almaty Metro,2011,2022,11,1,13.4,26.2
Pyongyang,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Flag_of_North_Korea.svg/188px-Flag_of_North_Korea.svg.png,North Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Logo_of_the_Pyongyang_Metro.svg/180px-Logo_of_the_Pyongyang_Metro.svg.png,Pyongyang Metro,1973,1987,17,2,22.5,36
Busan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Busan Metro,1985,2017,125,5,139.1,246.3
Daegu,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Daegu Metro,1997,2015,88,3,82.9,168
Daejeon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Daejeon Metro,2006,2007,22,1,22.6,40
Gimpo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Gimpo Goldline,2019,–,10,1,23.67,
Gwangju,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Gwangju Metro,2004,2008,20,1,20.1,19
Incheon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Incheon Subway,1999,2020,65,3,73.7,199
Seoul,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Seoul Metropolitan Subway,1974,2022,337,11,358.46,2403
Seoul,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/188px-Flag_of_South_Korea.svg.png,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/South_Korea_subway_logo.svg/150px-South_Korea_subway_logo.svg.png,Shinbundang Line ,2011,2022,16,1,33.4,122.5
Kuala Lumpur,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_Malaysia.svg/188px-Flag_of_Malaysia.svg.png,Malaysia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Rapid_KL_Logo.svg/450px-Rapid_KL_Logo.svg.png,Rapid KL,1996,2023,138,6,204.8,301.4
Guadalajara,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/188px-Flag_of_Mexico.svg.png,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Logo_del_SITEUR.svg/330px-Logo_del_SITEUR.svg.png,SITEUR,1994,2020,28,2,46.5,157.7
Mexico City,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/188px-Flag_of_Mexico.svg.png,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Logo_STC_Metro_y_Movilidad_Integrada.png/300px-Logo_STC_Metro_y_Movilidad_Integrada.png,Mexico City Metro,1969,2012,163,12,200.9,1115.2
Monterrey,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/188px-Flag_of_Mexico.svg.png,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Metrorrey_logo_2007_relanzado_oficialmente.svg/150px-Metrorrey_logo_2007_relanzado_oficialmente.svg.png,Metrorrey,1991,2021,38,3,40.2,134.9
Amsterdam,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/188px-Flag_of_the_Netherlands.svg.png,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Amsterdam_metro_logo.svg/180px-Amsterdam_metro_logo.svg.png,Amsterdam Metro,1977,2018,39,5,41.2,100.1
Rotterdam,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/188px-Flag_of_the_Netherlands.svg.png,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/RET_metro_logo.svg/180px-RET_metro_logo.svg.png,Rotterdam Metro,1968,2023,71,5,102.3,96
Lagos,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/195px-Flag_of_Nigeria.svg.png,Nigeria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Lagos_Metro_logo.svg/120px-Lagos_Metro_logo.svg.png,Lagos Rail Mass Transit,2023,2024,13,2,13,
Oslo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/188px-Flag_of_Norway.svg.png,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Oslo_T-bane_Logo.svg/113px-Oslo_T-bane_Logo.svg.png,Oslo Metro,1966,2016,101,5,85,74
Lahore,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/188px-Flag_of_Pakistan.svg.png,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Lahoremetrologo.jpg/120px-Lahoremetrologo.jpg,Lahore Metro,2020,–,26,1,27.1,20
Panama City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/188px-Flag_of_Panama.svg.png,Panama,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Metro_de_Panama_Logo.svg/113px-Metro_de_Panama_Logo.svg.png,Panama Metro,2014,2023,32,2,37.8,49.9
Lima,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/188px-Flag_of_Peru.svg.png,Peru,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Logotipo_del_Metro_de_Lima_y_Callao_%28ATU%29.svg/135px-Logotipo_del_Metro_de_Lima_y_Callao_%28ATU%29.svg.png,Lima Metro,2011,2023,31,2,39.4,171.9
Manila,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/195px-Flag_of_the_Philippines.svg.png,Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lrtalogo.svg/128px-Lrtalogo.svg.png,Manila Light Rail Transit System,1984,2024,38,2,43.5,218.2
Manila,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/195px-Flag_of_the_Philippines.svg.png,Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lrtalogo.svg/128px-Lrtalogo.svg.png,Manila Metro Rail Transit System,1999,2000,13,1,16.9,129
Warsaw,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Flag_of_Poland.svg/188px-Flag_of_Poland.svg.png,Poland,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Warsaw_Metro_logo.svg/180px-Warsaw_Metro_logo.svg.png,Warsaw Metro,1995,2022,39,2,41.2,200
Lisbon,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Portugal.svg/188px-Flag_of_Portugal.svg.png,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Metropolitano_Lisboa_logo.svg/180px-Metropolitano_Lisboa_logo.svg.png,Lisbon Metro,1959,2016,56,4,44.2,184.6
Doha,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/203px-Flag_of_Qatar.svg.png,Qatar,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Doha_Metro_Logo_04.2019.svg/300px-Doha_Metro_Logo_04.2019.svg.png,Doha Metro,2019,2019,37,3,76,
Bucharest,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/188px-Flag_of_Romania.svg.png,Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Metrorex_logo.svg/225px-Metrorex_logo.svg.png,Bucharest Metro,1979,2023,64,5,80.1,179.2
Kazan,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Kazan_metro_logo.svg/180px-Kazan_metro_logo.svg.png,Kazan Metro,2005,2018,11,1,16.8,30.5
Moscow,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_%D0%BC%D0%B5%D1%82%D1%80%D0%BE_%D0%B2_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B5_%D0%B1%D1%80%D0%B5%D0%BD%D0%B4%D0%B0_%D0%BC%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0.svg/180px-%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_%D0%BC%D0%B5%D1%82%D1%80%D0%BE_%D0%B2_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B5_%D0%B1%D1%80%D0%B5%D0%BD%D0%B4%D0%B0_%D0%BC%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0.svg.png,Moscow Metro,1935,2024,235,16,525.8,2288.5
Nizhny Novgorod,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/NNMetro.svg/180px-NNMetro.svg.png,Nizhny Novgorod Metro,1985,2018,15,2,21.4,29.9
Novosibirsk,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Novosibirsk_Metro_logo.svg/150px-Novosibirsk_Metro_logo.svg.png,Novosibirsk Metro,1986,2010,14,2,15.9,77.3
Saint Petersburg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Spb_metro_logo_%28alt_shaping%29.svg/150px-Spb_metro_logo_%28alt_shaping%29.svg.png,Saint Petersburg Metro,1955,2024,73,5,128.4,649
Samara,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Samara_Metro_logo.svg/180px-Samara_Metro_logo.svg.png,Samara Metro,1987,2015,10,1,11.6,11.2
Yekaterinburg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/188px-Flag_of_Russia.svg.png,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Ekb_metro_logo.svg/120px-Ekb_metro_logo.svg.png,Yekaterinburg Metro,1991,2012,9,1,12.7,38.9
Riyadh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/188px-Flag_of_Saudi_Arabia.svg.png,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Riyadh_Metro_Logo.svg/327px-Riyadh_Metro_Logo.svg.png,Riyadh Metro,2024,2025,85,6,176,
Singapore,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/188px-Flag_of_Singapore.svg.png,Singapore,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Logo_of_Singapore_MRT.svg/225px-Logo_of_Singapore_MRT.svg.png,Mass Rapid Transit,1987,2024,142,6,242.6,1183.7
Barcelona,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/188px-Flag_of_Spain.svg.png,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Barcelona_Metro_Logo.svg/188px-Barcelona_Metro_Logo.svg.png,Barcelona Metro,1924,2021,132,12,128.3,371.7
Bilbao,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/188px-Flag_of_Spain.svg.png,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Barcelona_Metro_Logo.svg/188px-Barcelona_Metro_Logo.svg.png,Metro Bilbao,1995,2020,42,3,45.1,80.3
Madrid,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/188px-Flag_of_Spain.svg.png,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/MetroMadridLogo.svg/150px-MetroMadridLogo.svg.png,Madrid Metro,1919,2019,242,13,293.9,662.3
Stockholm,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/188px-Flag_of_Sweden.svg.png,Sweden,https://en.wikipedia.org/wiki/Stockholm_Metro#/media/File:Stockholm_metro_symbol.svg,Stockholm Metro,1950,1994,100,7,108,462
Lausanne,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/188px-Flag_of_Switzerland_%28Pantone%29.svg.png,Switzerland,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Logo_M%C3%A9tro_Lausanne.svg/113px-Logo_M%C3%A9tro_Lausanne.svg.png,Lausanne Métro,2008,–,14,1,5.9,32.8
Kaohsiung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/188px-Flag_of_Thailand.svg.png,Taiwan,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Kaohsiung_Mass_Rapid_Transit_Logo%28Logo_Only%29.svg/150px-Kaohsiung_Mass_Rapid_Transit_Logo%28Logo_Only%29.svg.png,Kaohsiung Rapid Transit,2008,2024,38,2,45.5,78
Taipei,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/188px-Flag_of_Thailand.svg.png,Taiwan,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Taipei_Metro_Logo%28Logo_Only%29.svg/150px-Taipei_Metro_Logo%28Logo_Only%29.svg.png,Taipei Metro,1996,2020,119,6,152.9,741.8
Taichung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/188px-Flag_of_Thailand.svg.png,Taiwan,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Taichung_Metro_logo_plain.svg/150px-Taichung_Metro_logo_plain.svg.png,Taichung Metro,2021,–,18,1,16.7,15.8
Taoyuan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/188px-Flag_of_Thailand.svg.png,Taiwan,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Taoyuan_Metro_logo_plain.svg/150px-Taoyuan_Metro_logo_plain.svg.png,Taoyuan Metro,2017,2023,22,1,53.1,41.9
Bangkok,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/188px-Flag_of_Thailand.svg.png,Thailand,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/BTSbangkok.svg/120px-BTSbangkok.svg.png,BTS Skytrain,1999,2021,64,3,70.05,266.7
Bangkok,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/188px-Flag_of_Thailand.svg.png,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/MRT_%28Bangkok%29_logo.svg/135px-MRT_%28Bangkok%29_logo.svg.png,Metropolitan Rapid Transit,2004,2023,107,4,101.4,213.1
Adana,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/188px-Flag_of_Turkey.svg.png,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Adana_Metro_logo.svg/180px-Adana_Metro_logo.svg.png,Adana Metro,2009,2010,13,1,13.5,14
Ankara,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/188px-Flag_of_Turkey.svg.png,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ankara_Metro_logo.svg/180px-Ankara_Metro_logo.svg.png,Ankara Metro,1997,2023,57,3,67.4,158.5
Bursa,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/188px-Flag_of_Turkey.svg.png,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/BursaRay_logo.svg/180px-BursaRay_logo.svg.png,Bursaray,2002,2014,40,2,40,91.3
Istanbul,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/188px-Flag_of_Turkey.svg.png,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Istanbul_Metro_Logo.svg/180px-Istanbul_Metro_Logo.svg.png,Istanbul Metro,1989,2024,147,11,243.3,831.4
